Date,Primary Type,Location Description,Arrest,Year,Month
2016-02-27,Robbery,Bank,True,2016,2
2023-06-10,Assault,School,False,2023,6
2020-09-25,Homicide,Park,False,2020,9
2017-04-12,Theft,Apartment,True,2017,4
2016-04-20,Homicide,Street,False,2016,4
2022-12-09,Burglary,Bank,True,2022,12
2018-03-28,Robbery,Park,False,2018,3
2021-11-05,Burglary,Highway,False,2021,11
2019-04-27,Assault,Apartment,False,2019,4
2019-03-24,Fraud,Street,False,2019,3
2023-03-13,Burglary,Highway,False,2023,3
2024-09-07,Arson,Home,False,2024,9
2016-06-10,Arson,Park,False,2016,6
2020-12-24,Burglary,Mall,False,2020,12
2021-12-11,Drug Possession,School,True,2021,12
2023-10-07,Arson,School,False,2023,10
2019-05-09,Theft,Highway,False,2019,5
2023-09-05,Arson,School,True,2023,9
2016-04-14,Assault,Home,True,2016,4
2024-02-10,Fraud,Park,False,2024,2
2016-12-16,Theft,School,False,2016,12
2019-04-13,Robbery,Highway,False,2019,4
2018-01-11,Vandalism,Park,True,2018,1
2021-04-22,Robbery,Apartment,True,2021,4
2016-01-19,Burglary,Bank,False,2016,1
2020-08-06,Robbery,Park,False,2020,8
2020-10-21,Vandalism,Home,False,2020,10
2016-05-27,Fraud,Highway,False,2016,5
2024-06-05,Arson,Bank,False,2024,6
2023-02-03,Vandalism,Gas Station,False,2023,2
2020-12-20,Fraud,Home,False,2020,12
2021-05-04,Fraud,Gas Station,False,2021,5
2023-07-30,Arson,Apartment,False,2023,7
2023-09-14,Fraud,Bank,True,2023,9
2020-05-16,Robbery,Mall,False,2020,5
2023-10-15,Assault,Bar,False,2023,10
2018-02-25,Burglary,Gas Station,False,2018,2
2015-04-08,Vandalism,Park,False,2015,4
2021-11-11,Arson,Bank,False,2021,11
2015-10-27,Drug Possession,Bank,False,2015,10
2022-10-30,Drug Possession,Bank,True,2022,10
2021-05-30,Arson,Mall,False,2021,5
2016-06-20,Assault,Bank,False,2016,6
2021-03-08,Burglary,Apartment,False,2021,3
2020-10-01,Fraud,Apartment,False,2020,10
2018-01-03,Fraud,Street,True,2018,1
2019-03-16,Burglary,Bar,False,2019,3
2015-10-02,Vandalism,Gas Station,False,2015,10
2018-10-12,Burglary,School,False,2018,10
2021-10-14,Assault,Mall,False,2021,10
2016-10-09,Arson,Apartment,False,2016,10
2019-06-28,Robbery,Street,True,2019,6
2017-11-13,Vandalism,Mall,False,2017,11
2020-06-15,Burglary,Street,True,2020,6
2022-10-07,Fraud,Highway,True,2022,10
2022-08-18,Assault,Bank,False,2022,8
2018-04-17,Vandalism,Bank,False,2018,4
2018-10-14,Burglary,Park,False,2018,10
2015-12-28,Assault,Home,False,2015,12
2020-02-25,Arson,School,True,2020,2
2018-02-02,Fraud,Street,False,2018,2
2020-10-12,Homicide,Park,True,2020,10
2020-06-03,Robbery,Apartment,False,2020,6
2015-08-14,Arson,Highway,False,2015,8
2024-02-29,Assault,School,False,2024,2
2017-05-25,Burglary,Street,False,2017,5
2015-02-21,Fraud,Home,True,2015,2
2015-01-24,Burglary,Apartment,True,2015,1
2020-10-04,Assault,Street,False,2020,10
2022-04-13,Robbery,Street,False,2022,4
2018-01-29,Homicide,Mall,False,2018,1
2016-05-01,Assault,Bank,False,2016,5
2015-08-19,Burglary,Gas Station,True,2015,8
2019-02-12,Burglary,School,False,2019,2
2018-09-14,Arson,Home,False,2018,9
2015-07-12,Robbery,Gas Station,False,2015,7
2024-02-03,Theft,Bar,False,2024,2
2017-10-24,Homicide,Bank,False,2017,10
2019-09-30,Assault,Highway,True,2019,9
2019-10-14,Fraud,Gas Station,True,2019,10
2022-12-13,Arson,Highway,True,2022,12
2015-10-13,Assault,Park,False,2015,10
2021-12-02,Robbery,Gas Station,True,2021,12
2021-04-09,Robbery,Highway,True,2021,4
2023-12-24,Vandalism,Street,False,2023,12
2016-06-27,Assault,Mall,False,2016,6
2018-08-01,Drug Possession,Bar,True,2018,8
2019-02-16,Arson,Home,False,2019,2
2018-08-24,Robbery,Bank,False,2018,8
2018-04-01,Robbery,Bar,False,2018,4
2017-08-08,Drug Possession,Gas Station,False,2017,8
2022-08-27,Theft,School,False,2022,8
2016-11-09,Assault,Park,False,2016,11
2019-02-24,Theft,School,False,2019,2
2017-02-21,Assault,Park,False,2017,2
2018-12-23,Theft,Bar,False,2018,12
2017-12-25,Vandalism,Bank,False,2017,12
2024-12-28,Drug Possession,Bank,False,2024,12
2024-10-23,Vandalism,Apartment,False,2024,10
2015-04-14,Fraud,Apartment,False,2015,4
2020-02-24,Arson,Mall,True,2020,2
2019-01-21,Burglary,School,False,2019,1
2020-05-05,Burglary,Home,False,2020,5
2019-06-21,Vandalism,Highway,True,2019,6
2023-11-25,Arson,Park,False,2023,11
2023-07-19,Burglary,Highway,True,2023,7
2017-02-16,Arson,Apartment,False,2017,2
2023-06-30,Assault,School,False,2023,6
2023-02-24,Robbery,Mall,False,2023,2
2015-06-06,Homicide,Bar,False,2015,6
2022-08-21,Arson,Bank,False,2022,8
2016-03-29,Robbery,Highway,False,2016,3
2024-04-08,Fraud,Apartment,False,2024,4
2016-09-24,Homicide,Street,False,2016,9
2020-05-11,Drug Possession,School,False,2020,5
2020-09-04,Homicide,Apartment,False,2020,9
2021-11-05,Fraud,Mall,False,2021,11
2019-06-12,Arson,Bank,False,2019,6
2020-05-10,Arson,Bar,False,2020,5
2023-12-29,Drug Possession,Mall,False,2023,12
2017-03-04,Vandalism,Park,True,2017,3
2019-12-20,Vandalism,Highway,False,2019,12
2024-07-16,Fraud,School,False,2024,7
2017-01-18,Burglary,Highway,False,2017,1
2016-08-17,Vandalism,Mall,False,2016,8
2018-11-06,Arson,Apartment,True,2018,11
2020-09-19,Drug Possession,Home,False,2020,9
2016-07-09,Drug Possession,Park,True,2016,7
2015-10-21,Robbery,School,False,2015,10
2022-03-17,Arson,Gas Station,False,2022,3
2019-12-26,Assault,School,False,2019,12
2019-06-22,Theft,Home,False,2019,6
2018-02-02,Arson,Home,False,2018,2
2017-06-15,Robbery,School,False,2017,6
2018-10-21,Robbery,School,False,2018,10
2016-02-29,Burglary,Bar,True,2016,2
2020-04-12,Theft,Mall,False,2020,4
2024-02-24,Vandalism,Park,False,2024,2
2015-05-13,Burglary,Park,True,2015,5
2021-07-31,Drug Possession,Park,False,2021,7
2018-06-10,Burglary,Mall,False,2018,6
2023-07-10,Arson,Mall,False,2023,7
2017-06-19,Robbery,Street,False,2017,6
2017-09-28,Vandalism,Apartment,False,2017,9
2021-06-29,Vandalism,Bar,False,2021,6
2015-03-15,Arson,Park,False,2015,3
2020-02-25,Burglary,Bank,False,2020,2
2023-01-08,Fraud,Home,True,2023,1
2016-05-31,Arson,Bar,False,2016,5
2021-04-22,Arson,Park,True,2021,4
2016-06-06,Assault,Bar,False,2016,6
2019-10-09,Assault,Gas Station,False,2019,10
2015-01-21,Theft,Apartment,False,2015,1
2021-08-01,Burglary,Bank,True,2021,8
2024-12-12,Drug Possession,Bar,True,2024,12
2022-02-17,Fraud,Highway,False,2022,2
2017-10-16,Fraud,School,False,2017,10
2020-01-18,Assault,Park,True,2020,1
2021-12-24,Fraud,Highway,True,2021,12
2017-08-25,Homicide,Bank,True,2017,8
2017-03-05,Vandalism,Home,False,2017,3
2015-07-08,Drug Possession,School,False,2015,7
2019-05-26,Vandalism,Street,False,2019,5
2018-09-27,Burglary,Apartment,True,2018,9
2024-06-01,Burglary,School,False,2024,6
2016-09-03,Theft,Bar,True,2016,9
2015-09-01,Drug Possession,Gas Station,False,2015,9
2019-04-01,Theft,Mall,True,2019,4
2024-08-17,Robbery,Bank,False,2024,8
2016-09-11,Burglary,Home,False,2016,9
2023-09-29,Theft,Highway,True,2023,9
2018-02-27,Homicide,Gas Station,False,2018,2
2016-01-31,Homicide,Mall,False,2016,1
2023-08-24,Theft,Park,False,2023,8
2016-08-02,Assault,Street,False,2016,8
2016-08-15,Fraud,Bar,False,2016,8
2020-03-22,Assault,Highway,False,2020,3
2023-08-07,Drug Possession,Home,True,2023,8
2018-08-12,Fraud,Mall,False,2018,8
2017-02-19,Vandalism,Bank,False,2017,2
2021-05-13,Vandalism,Highway,False,2021,5
2016-09-13,Theft,School,True,2016,9
2021-02-16,Robbery,Park,False,2021,2
2019-08-07,Assault,Highway,True,2019,8
2016-02-16,Burglary,School,False,2016,2
2019-07-06,Assault,Apartment,True,2019,7
2015-09-26,Vandalism,Highway,True,2015,9
2024-04-02,Drug Possession,Home,True,2024,4
2015-12-07,Drug Possession,Home,False,2015,12
2022-10-02,Robbery,Park,False,2022,10
2018-01-18,Fraud,Highway,False,2018,1
2017-08-11,Theft,School,False,2017,8
2022-12-12,Theft,Highway,True,2022,12
2015-04-03,Drug Possession,Bar,False,2015,4
2021-12-02,Fraud,Street,True,2021,12
2023-01-20,Burglary,Mall,True,2023,1
2016-12-19,Robbery,School,False,2016,12
2015-09-24,Drug Possession,Bar,False,2015,9
2019-11-03,Arson,Mall,False,2019,11
2015-05-20,Theft,Park,False,2015,5
2016-01-26,Vandalism,Park,False,2016,1
2015-07-05,Theft,Bar,False,2015,7
2020-01-04,Drug Possession,Home,True,2020,1
2019-08-09,Fraud,Park,True,2019,8
2017-06-14,Arson,Street,False,2017,6
2020-05-26,Fraud,Park,False,2020,5
2020-01-19,Assault,Bank,True,2020,1
2024-12-16,Homicide,Street,False,2024,12
2019-04-22,Homicide,Street,False,2019,4
2017-04-14,Fraud,Bar,False,2017,4
2024-12-26,Theft,Park,True,2024,12
2023-07-11,Arson,Bank,False,2023,7
2020-05-27,Assault,Street,False,2020,5
2023-03-24,Theft,Highway,False,2023,3
2016-01-24,Fraud,Mall,False,2016,1
2015-12-08,Homicide,Bar,True,2015,12
2024-05-10,Assault,Street,False,2024,5
2021-12-03,Theft,Apartment,False,2021,12
2021-12-28,Drug Possession,Mall,True,2021,12
2019-02-09,Theft,School,False,2019,2
2018-06-02,Homicide,Bar,False,2018,6
2016-03-18,Robbery,Home,False,2016,3
2015-03-25,Burglary,Bar,False,2015,3
2023-05-03,Burglary,Park,False,2023,5
2017-05-19,Robbery,Bank,False,2017,5
2021-04-04,Fraud,Street,True,2021,4
2023-03-16,Fraud,Park,False,2023,3
2024-08-08,Theft,Bank,False,2024,8
2015-07-28,Burglary,Gas Station,True,2015,7
2016-05-08,Arson,Bar,True,2016,5
2024-12-18,Homicide,Home,True,2024,12
2017-01-02,Drug Possession,Bank,False,2017,1
2020-02-16,Burglary,Bank,False,2020,2
2022-10-01,Vandalism,Street,False,2022,10
2015-01-26,Fraud,Mall,False,2015,1
2022-09-06,Fraud,Highway,False,2022,9
2023-09-11,Fraud,Apartment,True,2023,9
2021-10-03,Arson,Bank,True,2021,10
2019-12-06,Burglary,School,True,2019,12
2018-12-25,Drug Possession,Park,True,2018,12
2015-11-08,Theft,Apartment,True,2015,11
2024-12-29,Burglary,Highway,True,2024,12
2015-10-14,Drug Possession,Apartment,True,2015,10
2015-09-02,Vandalism,Apartment,False,2015,9
2018-11-07,Homicide,Park,False,2018,11
2020-07-28,Homicide,Park,False,2020,7
2023-01-23,Fraud,Mall,True,2023,1
2021-06-01,Assault,Bar,False,2021,6
2020-01-09,Vandalism,Mall,True,2020,1
2017-12-11,Arson,Mall,False,2017,12
2020-03-28,Theft,Highway,False,2020,3
2020-02-20,Assault,Gas Station,True,2020,2
2019-10-05,Homicide,Gas Station,False,2019,10
2020-12-30,Robbery,School,True,2020,12
2021-09-08,Drug Possession,Bar,True,2021,9
2023-02-08,Drug Possession,Street,False,2023,2
2018-05-16,Burglary,Mall,False,2018,5
2024-11-07,Burglary,Gas Station,False,2024,11
2016-05-31,Robbery,Park,False,2016,5
2019-01-31,Drug Possession,Street,False,2019,1
2018-02-08,Homicide,Gas Station,True,2018,2
2024-07-28,Arson,Home,False,2024,7
2017-07-18,Robbery,Apartment,False,2017,7
2016-09-21,Burglary,Park,False,2016,9
2020-05-29,Robbery,Highway,False,2020,5
2016-03-14,Arson,Apartment,False,2016,3
2019-10-23,Homicide,Gas Station,True,2019,10
2018-05-19,Fraud,Bank,False,2018,5
2017-08-05,Drug Possession,Bank,True,2017,8
2017-12-04,Drug Possession,Bank,False,2017,12
2015-07-02,Robbery,Mall,False,2015,7
2015-07-18,Burglary,Highway,True,2015,7
2015-09-01,Robbery,Highway,False,2015,9
2024-09-17,Vandalism,Bar,False,2024,9
2020-11-27,Assault,Bank,False,2020,11
2024-08-18,Burglary,Mall,False,2024,8
2018-10-27,Robbery,Home,False,2018,10
2019-06-21,Burglary,Bar,False,2019,6
2024-12-16,Homicide,Park,True,2024,12
2019-08-17,Fraud,Bank,False,2019,8
2015-02-19,Fraud,Gas Station,False,2015,2
2022-11-12,Fraud,Park,True,2022,11
2016-11-16,Assault,Bar,False,2016,11
2017-10-17,Homicide,Apartment,False,2017,10
2020-04-07,Fraud,Gas Station,True,2020,4
2023-08-08,Fraud,Mall,False,2023,8
2024-10-22,Burglary,Gas Station,True,2024,10
2020-09-25,Assault,Bar,False,2020,9
2024-07-28,Vandalism,Park,False,2024,7
2015-05-18,Burglary,Mall,False,2015,5
2019-12-19,Vandalism,Highway,False,2019,12
2021-07-04,Burglary,Park,False,2021,7
2016-02-03,Fraud,Street,False,2016,2
2022-06-30,Homicide,Apartment,True,2022,6
2020-06-25,Burglary,Highway,False,2020,6
2020-01-08,Assault,Apartment,True,2020,1
2023-07-08,Vandalism,Bar,False,2023,7
2015-04-11,Arson,Apartment,False,2015,4
2023-04-05,Theft,School,True,2023,4
2016-07-13,Burglary,Street,True,2016,7
2016-10-26,Homicide,Home,False,2016,10
2018-03-15,Vandalism,Gas Station,True,2018,3
2016-04-15,Burglary,Bank,False,2016,4
2015-09-09,Drug Possession,Home,False,2015,9
2022-12-05,Homicide,Mall,False,2022,12
2021-10-19,Fraud,Home,False,2021,10
2021-07-30,Arson,Bar,False,2021,7
2019-04-17,Assault,Apartment,False,2019,4
2024-10-27,Fraud,Park,False,2024,10
2021-05-13,Arson,School,False,2021,5
2015-01-18,Drug Possession,School,False,2015,1
2017-10-02,Burglary,Bank,False,2017,10
2021-04-05,Burglary,Park,True,2021,4
2017-05-02,Robbery,Bar,True,2017,5
2016-04-23,Drug Possession,Street,True,2016,4
2019-09-04,Theft,Apartment,True,2019,9
2020-03-01,Burglary,Park,True,2020,3
2019-05-28,Assault,Bar,True,2019,5
2019-04-23,Theft,Highway,True,2019,4
2020-10-26,Drug Possession,Street,False,2020,10
2015-12-07,Assault,Home,False,2015,12
2019-04-07,Homicide,School,True,2019,4
2016-09-04,Drug Possession,Apartment,False,2016,9
2017-04-30,Arson,Street,False,2017,4
2016-02-24,Assault,Bank,False,2016,2
2022-11-05,Theft,Apartment,True,2022,11
2016-08-07,Theft,Street,False,2016,8
2015-09-09,Arson,Bar,True,2015,9
2015-11-02,Theft,Mall,False,2015,11
2022-06-07,Theft,Gas Station,False,2022,6
2016-08-07,Vandalism,Street,False,2016,8
2015-05-24,Theft,Park,True,2015,5
2015-04-14,Assault,Park,False,2015,4
2021-06-09,Homicide,School,True,2021,6
2018-07-04,Fraud,Bank,False,2018,7
2023-04-28,Vandalism,Bank,True,2023,4
2022-04-12,Fraud,Highway,False,2022,4
2023-04-29,Vandalism,Gas Station,True,2023,4
2015-08-27,Drug Possession,Bar,True,2015,8
2015-07-18,Assault,Bank,False,2015,7
2021-11-08,Vandalism,Gas Station,True,2021,11
2018-08-12,Vandalism,Mall,False,2018,8
2019-03-18,Theft,Highway,False,2019,3
2015-01-28,Homicide,Bank,True,2015,1
2018-04-18,Burglary,Gas Station,False,2018,4
2021-07-06,Drug Possession,Home,False,2021,7
2018-11-24,Vandalism,Bank,False,2018,11
2024-05-24,Arson,Street,False,2024,5
2016-07-10,Burglary,Home,False,2016,7
2020-09-08,Theft,Bar,False,2020,9
2021-11-15,Vandalism,Park,True,2021,11
2024-08-07,Theft,Street,False,2024,8
2022-07-06,Assault,Mall,False,2022,7
2024-04-23,Arson,Gas Station,True,2024,4
2023-04-16,Assault,Apartment,False,2023,4
2016-07-07,Theft,Bar,False,2016,7
2018-01-10,Burglary,Bar,False,2018,1
2018-07-20,Arson,Bank,True,2018,7
2023-08-17,Vandalism,Bar,True,2023,8
2024-05-20,Arson,Park,False,2024,5
2022-11-06,Arson,Bar,False,2022,11
2021-12-20,Fraud,Home,True,2021,12
2021-05-31,Drug Possession,Gas Station,True,2021,5
2019-10-27,Fraud,Gas Station,False,2019,10
2024-04-01,Drug Possession,Street,False,2024,4
2022-05-14,Drug Possession,Apartment,False,2022,5
2016-11-06,Robbery,School,True,2016,11
2016-01-24,Drug Possession,Apartment,False,2016,1
2023-02-21,Homicide,Park,True,2023,2
2024-09-12,Assault,Bank,False,2024,9
2022-04-18,Drug Possession,Bar,False,2022,4
2024-05-02,Theft,Apartment,False,2024,5
2016-05-07,Fraud,Park,False,2016,5
2023-08-13,Drug Possession,Mall,False,2023,8
2016-09-09,Burglary,Street,False,2016,9
2023-05-20,Assault,Home,False,2023,5
2015-10-11,Vandalism,Bar,True,2015,10
2022-06-20,Fraud,School,False,2022,6
2015-08-20,Robbery,Mall,False,2015,8
2024-06-21,Assault,Apartment,False,2024,6
2019-12-17,Drug Possession,Bar,False,2019,12
2018-07-18,Vandalism,Highway,False,2018,7
2019-04-27,Robbery,Gas Station,True,2019,4
2022-09-02,Burglary,Bar,False,2022,9
2021-02-24,Assault,Gas Station,True,2021,2
2021-07-21,Robbery,Apartment,True,2021,7
2019-04-02,Assault,Park,False,2019,4
2022-06-20,Robbery,Gas Station,False,2022,6
2019-10-05,Vandalism,Highway,False,2019,10
2018-10-24,Assault,Mall,True,2018,10
2016-07-07,Burglary,Bar,False,2016,7
2019-10-11,Homicide,School,False,2019,10
2019-12-31,Arson,School,False,2019,12
2016-06-27,Arson,School,False,2016,6
2017-04-04,Drug Possession,Bank,False,2017,4
2017-07-17,Arson,Highway,False,2017,7
2018-04-05,Burglary,Gas Station,False,2018,4
2022-08-26,Arson,School,True,2022,8
2022-12-09,Vandalism,Highway,False,2022,12
2024-12-15,Assault,Gas Station,False,2024,12
2022-09-22,Robbery,Park,True,2022,9
2017-11-24,Robbery,School,False,2017,11
2020-03-01,Fraud,Bar,True,2020,3
2024-10-30,Assault,Highway,False,2024,10
2015-11-01,Vandalism,Gas Station,False,2015,11
2018-01-19,Fraud,Mall,False,2018,1
2023-06-11,Arson,Park,False,2023,6
2020-07-16,Homicide,Gas Station,True,2020,7
2023-04-12,Burglary,School,False,2023,4
2023-07-30,Fraud,Mall,False,2023,7
2023-12-08,Burglary,Mall,True,2023,12
2021-01-06,Homicide,Street,False,2021,1
2015-10-19,Theft,Street,True,2015,10
2021-02-15,Theft,Gas Station,False,2021,2
2020-11-21,Drug Possession,Gas Station,False,2020,11
2020-06-02,Vandalism,Highway,False,2020,6
2021-02-07,Theft,Street,False,2021,2
2016-01-20,Fraud,Bank,False,2016,1
2020-01-30,Robbery,Bank,False,2020,1
2020-01-22,Vandalism,Home,False,2020,1
2018-10-04,Assault,Bar,False,2018,10
2024-12-16,Theft,Park,False,2024,12
2022-12-15,Burglary,Street,True,2022,12
2021-09-03,Assault,Park,True,2021,9
2016-06-09,Fraud,Home,False,2016,6
2016-02-06,Homicide,School,True,2016,2
2020-09-14,Drug Possession,Street,False,2020,9
2024-11-01,Arson,Street,False,2024,11
2021-11-27,Arson,Bar,False,2021,11
2021-02-04,Homicide,School,True,2021,2
2024-10-13,Burglary,Home,True,2024,10
2021-02-06,Drug Possession,Gas Station,False,2021,2
2019-11-30,Homicide,Street,False,2019,11
2018-05-04,Homicide,Park,False,2018,5
2017-11-22,Robbery,Highway,True,2017,11
2024-12-11,Theft,Street,False,2024,12
2017-03-09,Theft,Bank,False,2017,3
2019-03-27,Assault,Highway,True,2019,3
2020-01-05,Fraud,Home,True,2020,1
2024-09-29,Arson,Bank,True,2024,9
2017-01-21,Theft,Mall,True,2017,1
2018-12-29,Theft,Gas Station,False,2018,12
2016-03-11,Fraud,Bank,False,2016,3
2016-08-03,Assault,Street,True,2016,8
2019-04-19,Robbery,Bar,True,2019,4
2021-05-11,Burglary,Mall,True,2021,5
2024-12-08,Theft,Apartment,True,2024,12
2016-11-26,Fraud,Mall,False,2016,11
2024-06-30,Homicide,Bank,False,2024,6
2019-02-01,Vandalism,Gas Station,False,2019,2
2018-05-05,Homicide,Apartment,False,2018,5
2019-06-08,Drug Possession,Park,False,2019,6
2019-03-10,Burglary,Mall,False,2019,3
2019-04-01,Arson,Bank,False,2019,4
2022-01-24,Arson,School,True,2022,1
2021-12-25,Assault,Gas Station,False,2021,12
2023-12-27,Arson,School,False,2023,12
2020-05-05,Arson,Street,False,2020,5
2024-09-20,Theft,Bar,False,2024,9
2022-04-07,Fraud,Highway,False,2022,4
2019-08-22,Homicide,Gas Station,True,2019,8
2023-11-19,Assault,Home,True,2023,11
2015-03-24,Arson,Gas Station,False,2015,3
2016-06-10,Fraud,School,False,2016,6
2019-09-15,Assault,Bank,False,2019,9
2020-11-20,Drug Possession,Mall,False,2020,11
2016-01-30,Burglary,Bar,False,2016,1
2021-09-11,Arson,Home,True,2021,9
2022-08-21,Arson,Bank,False,2022,8
2017-05-10,Assault,Gas Station,True,2017,5
2021-06-19,Drug Possession,Gas Station,False,2021,6
2023-05-30,Burglary,Bar,True,2023,5
2022-08-15,Arson,School,False,2022,8
2024-07-16,Assault,Park,False,2024,7
2024-02-20,Vandalism,Bar,False,2024,2
2015-03-03,Vandalism,Mall,False,2015,3
2015-03-16,Robbery,Bank,False,2015,3
2017-05-18,Theft,Apartment,False,2017,5
2015-07-02,Assault,Highway,False,2015,7
2023-07-15,Assault,Street,False,2023,7
2015-05-10,Homicide,Park,False,2015,5
2016-12-19,Theft,Street,False,2016,12
2017-02-19,Drug Possession,Bank,True,2017,2
2023-12-28,Robbery,School,False,2023,12
2021-04-01,Theft,Gas Station,False,2021,4
2022-03-14,Robbery,Park,False,2022,3
2017-03-24,Robbery,Apartment,False,2017,3
2020-09-19,Assault,School,False,2020,9
2018-09-18,Drug Possession,Gas Station,False,2018,9
2022-04-29,Drug Possession,Home,False,2022,4
2023-09-06,Drug Possession,Apartment,True,2023,9
2019-11-14,Fraud,Mall,False,2019,11
2019-09-21,Drug Possession,Park,True,2019,9
2020-09-05,Theft,Mall,False,2020,9
2015-05-31,Arson,Apartment,True,2015,5
2019-12-08,Vandalism,Bank,False,2019,12
2015-12-25,Vandalism,School,False,2015,12
2024-06-09,Fraud,School,False,2024,6
2017-11-25,Vandalism,Mall,False,2017,11
2016-05-06,Arson,Home,True,2016,5
2022-12-06,Theft,Street,False,2022,12
2020-01-01,Burglary,School,False,2020,1
2022-12-27,Assault,Bar,True,2022,12
2024-12-10,Robbery,Highway,False,2024,12
2020-01-05,Homicide,Highway,True,2020,1
2018-08-06,Robbery,Street,True,2018,8
2015-01-15,Drug Possession,Highway,True,2015,1
2020-01-04,Fraud,School,False,2020,1
2021-09-10,Vandalism,Park,False,2021,9
2021-02-25,Arson,Gas Station,False,2021,2
2021-03-16,Robbery,Apartment,False,2021,3
2017-01-16,Robbery,Highway,True,2017,1
2022-10-05,Vandalism,Home,False,2022,10
2015-05-19,Theft,Park,False,2015,5
2020-03-01,Vandalism,Highway,False,2020,3
2015-04-19,Assault,Bar,False,2015,4
2018-01-23,Burglary,Home,False,2018,1
2023-05-03,Homicide,Street,False,2023,5
2019-04-26,Theft,School,False,2019,4
2017-12-02,Drug Possession,Mall,False,2017,12
2024-05-29,Fraud,Highway,False,2024,5
2015-03-17,Arson,Park,False,2015,3
2016-06-15,Vandalism,Home,False,2016,6
2022-02-01,Vandalism,Apartment,False,2022,2
2016-01-03,Assault,Home,False,2016,1
2020-01-26,Theft,Mall,True,2020,1
2022-08-26,Theft,Home,False,2022,8
2018-12-03,Arson,Bank,False,2018,12
2015-01-18,Robbery,Gas Station,True,2015,1
2015-01-05,Burglary,Bank,False,2015,1
2016-05-07,Vandalism,Highway,False,2016,5
2018-01-02,Burglary,Bank,False,2018,1
2015-06-09,Burglary,Street,False,2015,6
2023-09-17,Vandalism,Park,False,2023,9
2016-01-06,Homicide,Bar,False,2016,1
2024-03-19,Homicide,Apartment,True,2024,3
2019-08-19,Theft,Gas Station,True,2019,8
2019-05-10,Arson,Street,False,2019,5
2023-04-11,Robbery,Apartment,True,2023,4
2024-01-14,Arson,Highway,False,2024,1
2019-01-28,Fraud,Gas Station,True,2019,1
2016-10-13,Burglary,Apartment,True,2016,10
2018-02-03,Fraud,Gas Station,True,2018,2
2016-10-04,Homicide,Mall,False,2016,10
2024-05-17,Robbery,Apartment,False,2024,5
2018-11-19,Drug Possession,Park,False,2018,11
2020-12-07,Drug Possession,Mall,False,2020,12
2023-02-28,Robbery,Gas Station,True,2023,2
2018-10-05,Vandalism,Apartment,True,2018,10
2015-08-01,Robbery,Home,False,2015,8
2018-04-24,Assault,Apartment,False,2018,4
2022-02-24,Arson,Street,False,2022,2
2023-09-29,Drug Possession,Mall,False,2023,9
2022-07-13,Theft,Bank,True,2022,7
2017-03-15,Homicide,Gas Station,False,2017,3
2018-03-28,Drug Possession,Home,False,2018,3
2024-01-03,Vandalism,Park,True,2024,1
2015-05-24,Assault,Gas Station,False,2015,5
2024-10-19,Burglary,Bar,False,2024,10
2020-05-06,Theft,Highway,False,2020,5
2020-04-24,Vandalism,Bank,False,2020,4
2024-01-13,Homicide,Bar,False,2024,1
2018-10-11,Homicide,Street,True,2018,10
2022-12-18,Fraud,Bank,False,2022,12
2015-01-22,Homicide,Park,False,2015,1
2023-08-07,Assault,Apartment,True,2023,8
2018-04-07,Theft,Apartment,False,2018,4
2015-11-19,Theft,School,True,2015,11
2017-10-01,Theft,Gas Station,False,2017,10
2024-11-11,Theft,Home,True,2024,11
2017-01-10,Robbery,Gas Station,False,2017,1
2018-09-01,Theft,Gas Station,False,2018,9
2016-01-14,Homicide,School,False,2016,1
2023-04-20,Assault,Street,False,2023,4
2017-02-03,Homicide,Mall,False,2017,2
2015-12-23,Arson,Bar,False,2015,12
2022-05-02,Vandalism,Bank,False,2022,5
2015-01-18,Homicide,Mall,False,2015,1
2021-11-29,Drug Possession,Mall,True,2021,11
2015-02-06,Vandalism,School,False,2015,2
2024-05-22,Assault,School,False,2024,5
2020-02-13,Vandalism,Mall,True,2020,2
2015-03-28,Assault,Gas Station,False,2015,3
2021-05-17,Theft,School,False,2021,5
2016-04-02,Vandalism,Bar,False,2016,4
2017-02-05,Vandalism,Mall,False,2017,2
2015-11-10,Theft,Home,False,2015,11
2016-11-29,Theft,Home,False,2016,11
2017-12-13,Robbery,Apartment,False,2017,12
2017-08-16,Fraud,Gas Station,False,2017,8
2020-02-29,Assault,Bar,False,2020,2
2023-08-04,Fraud,Mall,False,2023,8
2017-07-08,Arson,Highway,True,2017,7
2021-05-26,Theft,Home,True,2021,5
2015-09-15,Robbery,Gas Station,False,2015,9
2024-02-13,Homicide,Park,True,2024,2
2019-09-17,Burglary,Apartment,False,2019,9
2015-09-19,Drug Possession,Street,False,2015,9
2017-08-29,Robbery,Park,True,2017,8
2023-12-22,Assault,Bank,False,2023,12
2017-05-24,Arson,Home,False,2017,5
2015-04-21,Burglary,Bank,False,2015,4
2021-11-05,Theft,Bank,False,2021,11
2019-07-23,Assault,Street,False,2019,7
2023-10-11,Vandalism,Home,False,2023,10
2024-06-28,Robbery,Bank,False,2024,6
2018-09-05,Arson,Apartment,False,2018,9
2024-04-18,Burglary,Apartment,False,2024,4
2017-09-18,Drug Possession,Gas Station,False,2017,9
2015-07-15,Fraud,Mall,False,2015,7
2019-02-24,Homicide,Bank,False,2019,2
2020-10-02,Robbery,Apartment,False,2020,10
2021-09-20,Burglary,Apartment,False,2021,9
